projectName, groupId, averageLine, variantComplex, distributionComplex, contextComplex, syntacticComplex, instanceNumber
,655,0.9289617486338798,0.0,1.0,0.0,0.9463946303571862,2
,897,0.7049180327868853,0.0,1.0,0.0,0.5061471991414218,2
,1079,0.644808743169399,1.0,1.0,0.0,0.0,2
,414,0.3224043715846995,1.0,1.0,0.0,0.0,2
,656,0.9453551912568307,0.0,1.0,0.0,0.0,2
,898,0.9344262295081968,0.0,1.0,0.0,0.9463946303571862,2
,1078,0.907103825136612,1.0,1.0,0.0,0.0,2
,415,0.9617486338797814,0.0,1.0,0.0,0.920619835714305,2
,657,0.9180327868852459,0.0,1.0,0.0,0.5762173955216959,2
,899,0.9508196721311475,1.0,1.0,0.0,0.5118595071429148,2
,416,0.8633879781420765,0.0,1.0,0.0,0.0,2
,658,0.9562841530054644,0.0,1.0,0.0,0.0,2
,417,0.9453551912568307,0.0,1.0,0.0,0.0,2
,659,0.8579234972677596,0.0,1.0,0.0,0.0,2
,418,0.9453551912568307,0.0,1.0,0.0,0.8342022886441013,2
,419,0.9180327868852459,0.0,1.0,0.0,0.0,2
,1091,0.912568306010929,1.0,0.0,0.0,0.0,2
,1090,0.7814207650273224,1.0,0.0,0.0,0.0,2
,1099,0.9453551912568307,1.0,0.0,0.0,0.0,3
,1098,0.9562841530054644,1.0,0.0,0.0,0.0,3
,1097,0.9508196721311475,1.0,0.0,0.0,0.0,5
,1096,0.9453551912568307,0.9999999999999999,0.0,0.0,0.905712598013837,6
,1095,0.9562841530054644,1.0,0.0,0.0,0.0,2
,1094,0.9562841530054644,1.0000000000000002,0.0,0.0,0.9372305632161295,11
,1093,0.9562841530054644,1.0,0.0,0.0,0.0,2
,1092,0.9617486338797814,1.0,1.0,0.0,0.0,2
,660,0.7377049180327868,0.0,1.0,0.0,0.977680872902037,2
,661,0.9672131147540983,0.0,1.0,0.0,0.579380164285695,2
,420,0.9234972677595629,0.0,1.0,0.0,0.920619835714305,2
,662,0.8797814207650273,1.0,1.0,0.4181656600790516,0.7506372650958028,6
,421,0.8306010928961749,0.0,1.0,0.0,0.8247288258953046,2
,663,0.8306010928961749,0.0,1.0,0.0,0.7865834126456138,2
,422,0.9508196721311475,0.0,1.0,0.0,0.9463946303571862,2
,664,0.9508196721311475,0.0,1.0,0.0,0.0,2
,423,0.8688524590163934,1.0,1.0,0.0,0.0,2
,665,0.8579234972677596,0.0,1.0,0.0,0.8528196251894569,2
,424,0.9234972677595629,0.0,1.0,0.0,0.8173454221465102,2
,666,0.9508196721311475,1.0,1.0,0.3954884891037233,0.7499999999999999,4
,425,0.9453551912568307,0.0,1.0,0.0,0.7896900821428474,2
,667,0.825136612021858,0.0,1.0,0.0,0.7884345764089417,2
,1089,0.9617486338797814,1.0,1.0,0.0,0.0,2
,426,0.912568306010929,1.0,1.0,0.0,0.0,2
,668,0.8142076502732241,0.0,1.0,0.0,0.9680522212633251,2
,427,0.7158469945355191,0.9463946303571862,1.0,0.0,0.0,4
,669,0.9344262295081968,0.0,1.0,0.0,0.8720094340562979,2
,428,0.7486338797814207,1.0,1.0,0.0,0.0,2
,429,0.8797814207650273,0.0,1.0,0.0,0.0,2
,670,0.5519125683060109,0.0,1.0,0.0,0.8977818049321735,2
,671,0.6612021857923498,0.0,1.0,0.0,0.887092015535129,2
,430,0.825136612021858,0.0,1.0,0.0,0.0,2
,672,0.9453551912568307,0.0,1.0,0.0,0.6126016192893442,2
,431,0.9562841530054644,0.0,1.0,0.0,0.77250688571426,2
,673,0.912568306010929,0.0,1.0,0.0,0.842088781560647,2
,432,0.9672131147540983,0.0,1.0,0.0,0.4684574992810824,2
,674,0.8306010928961749,0.0,1.0,0.0,0.8979176514941836,2
,433,0.7923497267759563,1.0,1.0,0.0,0.8856194615204434,2
,675,0.8797814207650273,0.0,1.0,0.0,0.9770455804590024,2
,434,0.9453551912568307,0.0,1.0,0.0,0.0,2
,676,0.9617486338797814,0.0,1.0,0.0,0.6913698302025114,2
,435,0.9617486338797814,0.0,1.0,0.0,0.9656336071428249,2
,677,0.48633879781420764,0.0,1.0,0.0,0.8720094340562978,2
,436,0.9617486338797814,1.0,0.0,0.0,0.6309297535714574,2
,678,0.9562841530054644,1.0,1.0,0.0,0.0,2
,437,0.9672131147540983,0.0,0.0,0.0,0.0,2
,679,0.9234972677595629,0.0,1.0,0.0,0.0,2
,438,0.912568306010929,1.0,0.0,0.0,0.864973520717927,2
,439,0.825136612021858,1.0,1.0,0.0,0.5364959133847246,2
,680,0.9234972677595629,1.0,1.0,0.0,0.0,2
,681,0.8142076502732241,1.0,1.0,0.0,0.7960200622507978,2
,440,0.6229508196721312,1.0,1.0,0.0,0.0,2
,682,0.8852459016393442,0.0,1.0,0.0,0.0,2
,441,0.9562841530054644,1.0,1.0,0.0,0.0,2
,683,0.9508196721311475,1.0,1.0,0.0,0.905712598013837,2
,200,0.6885245901639344,0.0,1.0,0.0,0.6383111854769604,2
,442,0.9508196721311475,1.0,1.0,0.0,0.826074224242703,2
,684,0.8907103825136612,0.0,1.0,0.0,0.8024052436705212,2
,201,0.8852459016393442,1.0,1.0,0.0,0.8851529531815772,3
,443,0.9562841530054644,1.0,1.0,0.0,0.9463946303571862,2
,685,0.9672131147540983,0.0,1.0,0.0,0.6126016192893442,2
,202,0.9344262295081968,1.0,1.0,0.0,0.0,3
,444,0.8579234972677596,0.0,1.0,0.0,0.9463946303571862,2
,686,0.8469945355191257,1.0,1.0,0.0,0.72483409150576,2
,203,0.912568306010929,1.0,1.0,0.0,0.9141008920185651,2
,445,0.8852459016393442,1.0,1.0,0.0,0.8194483718728034,2
,687,0.8087431693989071,1.0,0.0,0.0,0.8156200630405976,2
,204,0.9398907103825137,1.0,1.0,0.0,0.8846148739279864,2
,446,0.8142076502732241,0.0,1.0,0.0,0.5653371812436325,2
,688,0.8688524590163934,1.0,0.9182958340544896,0.3954884891037233,0.7896900821428474,3
,205,0.8907103825136612,0.5320616655928241,0.9999999999999996,0.0,0.7534397398762205,26
,447,0.9234972677595629,0.0,1.0,0.0,0.8194483718728034,2
,689,0.9562841530054644,1.0,0.0,0.0,0.8868595071429146,2
,206,0.8907103825136612,0.0,1.0,0.0,0.820042596026009,5
,448,0.8415300546448088,0.0,1.0,0.0,0.9947372378779501,2
