projName,groupId,vComplexity,dComplexity,crComplexity,sComplexity,insNumber,domain,cloneClass
,443,1.0,1.0,0.0,0.9463946303571862,2,,3
,685,0.0,1.0,0.0,0.6126016192893442,2,,3
,202,1.0,1.0,0.0,0.0,3,,3
,444,0.0,1.0,0.0,0.9463946303571862,2,,3
,686,1.0,1.0,0.0,0.72483409150576,2,,3
,203,1.0,1.0,0.0,0.9141008920185651,2,,3
,445,1.0,1.0,0.0,0.8194483718728034,2,,3
,687,1.0,0.0,0.0,0.8156200630405976,2,,3
,204,1.0,1.0,0.0,0.8846148739279864,2,,3
,446,0.0,1.0,0.0,0.5653371812436325,2,,2
,688,1.0,0.9182958340544896,0.3954884891037233,0.7896900821428474,3,,3
,205,0.5320616655928241,0.9999999999999996,0.0,0.7534397398762205,26,,3
,447,0.0,1.0,0.0,0.8194483718728034,2,,3
,689,1.0,0.0,0.0,0.8868595071429146,2,,3
,206,0.0,1.0,0.0,0.820042596026009,5,,3
,448,0.0,1.0,0.0,0.9947372378779501,2,,3
,207,1.0,1.0,0.0,0.45185658819540436,4,,3
,449,0.0,1.0,0.0,0.9746913179422252,2,,3
,208,1.0,1.0,0.0,0.77250688571426,3,,3
,209,1.0,1.0,0.0,0.0,2,,2
,690,1.0,1.0,0.0,0.0,2,,2
,691,1.0,0.9182958340544896,0.3954884891037233,0.0,3,,3
,450,0.0,1.0,0.0,0.8194483718728034,2,,3
,692,1.0,1.0,0.0,0.0,2,,2
,451,0.0,1.0,0.0,0.9965119062478287,2,,3
,693,1.0,1.0,0.0,0.9267193012708007,2,,3
,210,1.0,1.0,0.0,0.0,2,,2
,452,0.0,1.0,0.0,0.8699155297736259,2,,3
,694,1.0,0.0,0.0,0.0,2,,2
,211,1.0,1.0,0.0,0.7896900821428474,3,,3
,453,0.0,1.0,0.0,0.9214632400757699,2,,3
,695,1.0,0.0,0.0,0.8175817337644011,2,,3
,212,1.0,1.0,0.0,0.7816596645276668,2,,3
,454,0.0,1.0,0.0,0.0,2,,2
,696,1.0,0.0,0.0,0.9556844290725506,2,,3
,213,1.0,1.0,0.0,0.9463946303571862,2,,3
,455,0.0,1.0,0.0,0.0,2,,2
,697,1.0,0.0,0.0,0.0,2,,2
,214,1.0,0.0,0.0,0.9372305632161295,2,,3
,456,0.0,1.0,0.0,0.0,2,,2
,698,1.0,0.0,0.0,0.0,2,,2
,215,1.0,0.0,0.0,0.846836722631185,2,,3
,457,1.0,1.0,0.0,0.9089460785096519,2,,3
,699,1.0,0.0,0.0,0.8699155297736259,2,,3
,216,1.0,0.0,0.0,0.8292439007914474,3,,3
,458,0.0,1.0,0.0,0.9821410328348752,2,,3
,217,0.0,1.0,0.0,0.0,3,,3
,459,0.0,1.0,0.0,0.7896900821428474,2,,3
,218,0.0,1.0,0.0,0.0,3,,3
,219,0.9182958340544896,1.0,0.0,0.0,3,,3
,460,0.0,1.0,0.0,0.9911594714322187,2,,3
,461,0.0,1.0,0.0,0.9275569476668388,2,,3
,220,0.0,1.0,0.0,0.0,2,,2
,462,0.0,1.0,0.0,0.9358932809493992,2,,3
,221,0.0,1.0,0.0,0.9602297178607611,3,,3
,463,0.0,1.0,0.0,0.6309297535714574,2,,3
,222,0.0,1.0,0.0,0.9463946303571862,2,,3
,464,0.0,1.0,0.0,0.965633607142825,2,,3
,223,0.9999999999999999,0.6500224216483541,0.3954884891037233,0.0,6,,3
,465,1.0,1.0,0.3954884891037233,0.535621484070127,4,,3
,224,1.0,0.0,0.0,0.0,2,,2
,466,1.0,1.0,0.0,0.826074224242703,2,,3
,225,1.0,0.0,0.0,0.0,2,,2
,467,0.967132018086354,0.9283832117695865,0.25481959578555763,0.9089460785096519,8,,3
,226,1.0,0.0,0.0,0.0,2,,2
,468,1.0,1.0,0.0,0.0,2,,2
,227,1.0,0.0,0.0,0.0,2,,2
,469,1.0,1.0,0.0,0.0,2,,2
,228,1.0,1.0,0.0,0.0,2,,2
,229,1.0,1.0,0.0,0.0,2,,2
,470,1.0,1.0,0.0,0.0,2,,2
,471,1.0,1.0,0.0,0.0,2,,2
,230,1.0,1.0,0.0,0.0,2,,2
,472,0.0,1.0,0.0,0.9431887805255734,2,,3
,231,1.0,0.9602297178607611,0.8277293767706428,0.0,5,,3
,473,1.0,1.0,0.0,0.0,2,,2
,232,1.0,1.0,0.0,0.0,2,,2
,474,1.0,1.0,0.0,0.9127475678847468,2,,3
,233,1.0,0.0,0.0,0.9602297178607611,2,,3
,475,1.0,1.0,0.0,0.8031140135750122,2,,3
,234,1.0,0.0,0.0,0.0,2,,2
,476,1.0,1.0,0.0,0.7499999999999999,2,,3
,235,1.0,1.0,0.6826061944859854,0.0,3,,3
,477,1.0,1.0,0.0,0.9659535505394683,2,,3
,236,1.0,1.0,0.6826061944859854,0.0,3,,3
,478,1.0,1.0,0.0,0.77250688571426,2,,3
,237,1.0,1.0,0.5390473417948544,0.0,4,,3
,479,1.0,1.0,0.0,0.0,3,,3
,238,1.0,1.0,0.0,0.0,2,,2
,239,0.9591479170272448,0.9999999999999999,0.0,0.0,6,,3
,480,1.0,1.0,0.0,0.0,2,,2
,481,1.0,0.0,0.0,0.7896900821428474,3,,3
,240,0.9182958340544896,1.0,0.0,0.0,3,,3
,482,1.0,0.0,0.0,0.669591945535779,3,,3
,241,1.0,1.0,0.0,0.9262621550953116,2,,3
,483,1.0,0.0,0.0,0.7896900821428474,2,,3
,242,1.0,1.0,0.0,0.0,2,,2
,484,1.0,0.9182958340544896,0.3954884891037233,0.9095842857903335,3,,3
,243,1.0,0.0,0.0,0.0,2,,2
,485,1.0,0.9182958340544896,0.3954884891037233,0.9444894545916527,3,,3
,244,1.0,0.0,0.0,0.9602297178607611,2,,3
,486,1.0,1.0,0.3954884891037233,0.7298466991620974,4,,3
,245,1.0,0.0,0.0,0.0,2,,2
,487,0.0,1.0,0.0,0.965633607142825,2,,3
