complexity(c),c=0, 0<c<=0.1, 0.1<c<=0.2, 0.2<c<=0.3, 0.3<c<=0.4, 0.4<c<=0.5, 0.5<c<=0.6, 0.6<c<=0.7, 0.7<c<=0.8, 0.8<c<=0.9, 0.9<c<1, c=1
, 0.3751987281399046, 0.3751987281399046, 0.3751987281399046, 0.7941176470588236, 0.823529411764706, 0.8855325914149444, 0.9507154213036567, 0.9578696343402227, 0.9642289348171702, 0.9809220985691575, 0.9920508744038157, 1.0
total, 0.3751987281399046, 0.3751987281399046, 0.3751987281399046, 0.7941176470588236, 0.823529411764706, 0.8855325914149444, 0.9507154213036567, 0.9578696343402227, 0.9642289348171702, 0.9809220985691575, 0.9920508744038157, 1.0
